distr_name,original_name
"Водоросли морские сушеные Суши Нори 24гр   "" Азия Фест"" 1/20/40","Суши нори 10 листов Asia Fest (40*22,5г)"
       Салатная заправка 80гр Бальзамик 1/10/40 Гурмикс,"Салатная заправка Бальзамик, 80 г"
       Салатная заправка 80гр Кунжутная 1/10/40 Гурмикс,"Салатная заправка Кунжутная, 80 г"
Соус для мяса Сливочно чесночный 240 гр Костровок 1/12,"Соус для мяса Сливочно-чесночный, twist, Костровок, 240 г"
"        Чипсы нори Вассаби 4.5гр""Азия Фудс"" 1/36","Чипсы Нори ""Васаби"", 4,5 г_ASIAFEST®"
"        Чипсы нори Кунжут 4.5гр ""Азия Фудс"" 1/36","Чипсы Нори ""Кунжут"", 4,5 г_ASIAFEST®"
"        Чипсы нори Оригинальные 4.5гр""Азия Фудс"" 1/36","Чипсы Нори ""Оригинальные"", 4,5 г_ASIAFEST®"
Соус сладкий Чили 300гр Чим-Чим  1/12,"Соус Сладкий Чили, 300 г"
        Соус основа Паста Бар курица вс/г. соусе 120гр  1/10/40,Соус сливочно-грибной (паста с курицей)
М Рассол 80 гр для крылышек медово-горч 10/40,"Маринад для крылышек медово-горчичных, 80 гр"
М Рассол 90 гр для крылышек терияки 10/40,"Соус Для крылышек терияки, 90 гр"
М Васаби -Приправа 43гр/10шт,"Васаби паста, 43 г"
М Рассол 80 гр для крылышек барбекю 10/40,"Маринад для крылышек барбекю, 80 гр"
М Рассол 80 гр для крылышек копченых 10/40,"Маринад для копчёных крылышек, 80 гр"
М Соус 90 гр для острых ребрышек с аджикой 10шт,"Соус Ребрышки острые в с-се с адж-ой, 90 гр."
М Рассол 60 гр для крылышек с чесноком 10/40,"Маринад для чесночных крылышек, 60 гр."
"Смесь панировочная для куриных наггетсов, Гурмикс, 240г 1/32","Панировочная смесь для Наггетсов, 240 г"
"Грибы Шиитаке ""Чим-Чим"", 50 г 1/12","Грибы Шиитаке, 50гр."
"Соус ""Чим-Чим"" д/пригот Курицы Терияки 150г*12 (Дой-пак), ЧимЧим","Соус для приготовления курицы терияки, 150 гр., 32 шт"
"Соус ""Чим-Чим"" д/пригот овощей по-тайски  150г*12 (Дой-пак), ЧимЧим","Соус для приготовления овощей по-тайски, 150 гр., 32 шт"
"Соус ""Чим-Чим"" д/пригот Курицы Терияки 150г*12 (Дой-пак)","Соус для приготовления курицы терияки, 150 гр., 32 шт"
"Соус ""Чим-Чим"" д/пригот овощей по-тайски  150г*12 (Дой-пак)","Соус для приготовления овощей по-тайски, 150 гр., 32 шт"
"Основа для приготовления согревающего напитка ""Смородина, чабрец и мята"", Гурмикс, 25 мл (4*21)","Основа для согревающего напитка Смородина, чабрец и мята, 32 г"
"Гурмикс Основа д/напит согревающ.Смород,чабрец мят 25мл 4*21","Основа для согревающего напитка Смородина, чабрец и мята, 32 г"
"ЧИМ ЧИМ.Салфетка бамбуковая (Циновка), Чим Чим, 1 шт. 10*10",Бамбуковая Циновка
"Основа для приготовления согревающего напитка Лимон, имбирь и мед Гурмикс 25мл 4/21","Основа для согревающего напитка Лимон, имбирь и мёд, 34 г"
"Основа для приготовления согревающего напитка Облепиха, имбирь и мед Гурмикс 25 мл 4/21","Основа для согревающего напитка Облепиха, имбирь и мёд, 33 г"
Костровок основа д/пригот.Глинтвейна безалкогольного 100гр(10) Снижение цены  Февраль 2021!,"Основа для приготовления Глинтвейна безалкогольного, Костровок, 100 г"
Костровок Маринад 300г.д/шаш.класс.бут.+АВС Горчица 15гр(12),"Маринад для шашл\классический, 300 г"
Соус д/пригот.макарон по итальянски в томатно-базиликовом соусе 120 гр.(4бл по10шт),Соус томатно-базиликовый (макароны по-итальянски)
Соус д/пригот.макарон с беконом в сливочно-сырном соусе 120 гр.(4бл по10шт),Соус сливочно-сырный (макароны с беконом)
Соус д/пригот.пасты с курицей в сливочно-грибном соусе 120 гр.(4бл по10шт),Соус сливочно-грибной (паста с курицей)
Соус д/пригот.спагетти с креветками в сливочно-чесночном соусе 120 гр.(4бл по10шт),Соус сливочно-чесночный (спагетти с креветками)
ВермишельФунчоза бобовая 100гр Asia Fest 1/50,"Фунчоза, 100 г, 50 шт_ASIAFEST®"
"Соус для мяса Брусничный  ""Костровок""  285гр/12шт",Соус для мяса Брусничный 285 гр (250 мл)
"Соус для мяса Дикая смородина  ""Костровок""  290гр/12шт","Соус для мяса Дикая смородина, twist, Костровок, 290 г"
"Соус для мяса Сливочно-чесночный  ""Костровок""  240гр/12шт","Соус для мяса Сливочно-чесночный, twist, Костровок, 240 г"
"Соус Медово-Горчичный  ""Костровок"" 270гр/12шт","Соус для мяса Медово-Горчичный, 270 г"
"Соус для мяса Барбекю  ""Костровок""  320гр/12шт",Соус для мяса Барбекю с черносливом 320 гр (250мл)
"Соус Шашлычный  ""Костровок"" 265гр/12шт","Соус для мяса Шашлычный с томатом и травами, 265 г"
"Вита Бар Смородина, чабрец и мята 25мл/21шт ""Гурмикс""","Основа для согревающего напитка Смородина, чабрец и мята, 32 г"
"Чипсы Нори ""Asia Fest"" Васаби  4.5гр/36шт  1042","Чипсы Нори ""Васаби"", 4,5 г_ASIAFEST®"
"Чипсы Нори ""Asia Fest"" Кунжут  4.5гр/36шт 1066","Чипсы Нори ""Кунжут"", 4,5 г_ASIAFEST®"
"Чипсы Нори ""Asia Fest"" Оригинальные  4.5гр/36шт  1073","Чипсы Нори ""Оригинальные"", 4,5 г_ASIAFEST®"
 AF  Кокосовое молоко 400мл.*12 шт,"Кокосовое молоко, 400 мл (5-7% жирности)"
 AF  Лапша гречневая Соба 300гр.*40шт,"Лапша Соба, 300 г, 40 шт_ASIAFEST®"
